all-data,1,618,
1-left.mp4,1920,1080,50
1-left_mirrored.mp4,1920,1080,50
10-left.mp4,1920,1080,50
10-left_mirrored.mp4,1920,1080,50
100-left.mov,1280,720,57
100-left_mirrored.mov,1280,720,57
101.mp4,720,1280,57
101_mirrored.mp4,720,1280,57
102.mp4,720,1280,59
102_mirrored.mp4,720,1280,58
103.mp4,720,1280,54
103_mirrored.mp4,720,1280,54
104.mp4,720,1280,54
104_mirrored.mp4,720,1280,54
105.mp4,720,1280,53
105_mirrored.mp4,720,1280,53
106.mp4,720,1280,54
106_mirrored.mp4,720,1280,54
107.mov,720,1280,47
107_mirrored.mov,720,1280,47
108.mp4,886,1920,59
108_mirrored.mp4,886,1920,59
109.mp4,886,1920,53
109_mirrored.mp4,886,1920,53
11-left.mp4,1920,1080,49
11-left_mirrored.mp4,1920,1080,49
110.mp4,886,1920,54
110_mirrored.mp4,886,1920,54
111.mp4,886,1920,56
111_mirrored.mp4,886,1920,56
112.mp4,886,1920,65
112_mirrored.mp4,886,1920,65
113.mp4,886,1920,58
113_mirrored.mp4,886,1920,58
115.mp4,886,1920,52
115_mirrored.mp4,886,1920,52
116.mp4,886,1920,54
116_mirrored.mp4,886,1920,54
117.mp4,886,1920,51
117_mirrored.mp4,886,1920,51
118.mp4,886,1920,60
118_mirrored.mp4,886,1920,60
119.mp4,886,1920,46
119_mirrored.mp4,886,1920,46
12-left.mp4,1920,1080,51
12-left_mirrored.mp4,1920,1080,51
120.mp4,1080,2340,28
120_mirrored.mp4,1080,2340,28
121.mp4,886,1920,47
121_mirrored.mp4,886,1920,48
122.mp4,886,1920,37
122_mirrored.mp4,886,1920,37
123.mp4,886,1920,48
123_mirrored.mp4,886,1920,48
124.mp4,886,1920,71
124_mirrored.mp4,886,1920,71
125.mp4,886,1920,43
125_mirrored.mp4,886,1920,43
126.mp4,886,1920,52
126_mirrored.mp4,886,1920,52
127.MP4,886,1920,52
127_mirrored.mp4,886,1920,52
128.mp4,886,1920,48
128_mirrored.mp4,886,1920,48
129.mp4,886,1920,42
129_mirrored.mp4,886,1920,42
13-right.mp4,1920,1080,37
13-right_mirrored.mp4,1920,1080,37
130.mp4,886,1920,44
130_mirrored.mp4,886,1920,44
131-right.mov,1920,1080,54
131-right_mirrored.mov,1920,1080,54
132-right.mov,1920,1080,56
132-right_mirrored.mov,1920,1080,56
133-right.mov,1920,1080,51
133-right_mirrored.mov,1920,1080,51
134-right.mov,1920,1080,57
134-right_mirrored.mov,1920,1080,57
135-right.mov,1920,1080,56
135-right_mirrored.mov,1920,1080,56
136-right.mov,1080,1920,53
136-right_mirrored.mov,1080,1920,54
137-right.mov,1080,1920,57
137-right_mirrored.mov,1080,1920,57
138-right.mov,1080,1920,58
138-right_mirrored.mov,1080,1920,58
139-right.mov,1080,1920,57
139-right_mirrored.mov,1080,1920,57
14-right.mp4,1280,720,32
14-right_mirrored.mp4,1280,720,32
141-right.mov,1080,1920,52
141-right_mirrored.mov,1080,1920,52
142-right.mov,1080,1920,51
142-right_mirrored.mov,1080,1920,51
143-right.mov,1080,1920,63
143-right_mirrored.mov,1080,1920,62
144-right.mov,1080,1920,61
144-right_mirrored.mov,1080,1920,60
145-right.mov,1080,1920,59
145-right_mirrored.mov,1080,1920,59
146-right.mov,1080,1920,60
146-right_mirrored.mov,1080,1920,60
147-right.mov,1920,1080,62
147-right_mirrored.mov,1920,1080,62
148-right.mov,1920,1080,62
148-right_mirrored.mov,1920,1080,62
149-right.mov,1920,1080,59
149-right_mirrored.mov,1920,1080,59
15-right .mp4,1280,720,28
15-right _mirrored.mp4,1280,720,28
150-right.mov,1920,1080,39
150-right_mirrored.mov,1920,1080,39
151-right.mov,1920,1080,64
151-right_mirrored.mov,1920,1080,64
152-right.mov,1920,1080,50
152-right_mirrored.mov,1920,1080,49
153-right.mov,1920,1080,52
153-right_mirrored.mov,1920,1080,52
154-right.mov,1920,1080,53
154-right_mirrored.mov,1920,1080,53
155-right.mov,1920,1080,60
155-right_mirrored.mov,1920,1080,60
156-right.mov,1920,1080,54
156-right_mirrored.mov,1920,1080,54
157-right.mov,1080,1920,54
157-right_mirrored.mov,1080,1920,54
158-right.mov,1080,1920,55
158-right_mirrored.mov,1080,1920,55
159-right.mov,1080,1920,51
159-right_mirrored.mov,1080,1920,52
16-right.mp4,1280,720,45
16-right_mirrored.mp4,1280,720,45
160-right.mov,1080,1920,57
160-right_mirrored.mov,1080,1920,57
161-right.mov,1080,1920,47
161-right_mirrored.mov,1080,1920,47
162-right.mov,1080,1920,40
162-right_mirrored.mov,1080,1920,40
163-right.mov,1080,1920,50
163-right_mirrored.mov,1080,1920,50
164-right.mov,1080,1920,49
164-right_mirrored.mov,1080,1920,49
165-left.mov,1080,1920,49
165-left_mirrored.mov,1080,1920,49
166-left.mov,1080,1920,46
166-left_mirrored.mov,1080,1920,46
167-left.mov,1080,1920,44
167-left_mirrored.mov,1080,1920,44
168-left.mov,1080,1920,46
168-left_mirrored.mov,1080,1920,46
169-left.mov,1080,1920,51
169-left_mirrored.mov,1080,1920,52
17-right.mp4,1920,1080,62
17-right_mirrored.mp4,1920,1080,62
170-right.mov,1920,1080,50
170-right_mirrored.mov,1920,1080,50
171-right.mov,1920,1080,56
171-right_mirrored.mov,1920,1080,56
172-right.mov,1080,1920,55
172-right_mirrored.mov,1080,1920,55
173-left.mov,1080,1920,58
173-left_mirrored.mov,1080,1920,58
174-left.mov,1920,1080,42
174-left_mirrored.mov,1920,1080,42
175-left.mov,1080,1920,58
175-left_mirrored.mov,1080,1920,58
176-left.mov,1080,1920,66
176-left_mirrored.mov,1080,1920,65
177-left.mov,1080,1920,70
177-left_mirrored.mov,1080,1920,70
178-left.mov,1080,1920,46
178-left_mirrored.mov,1080,1920,47
179-left.mov,1080,1920,45
179-left_mirrored.mov,1080,1920,45
18-right.mp4,1920,1080,52
18-right_mirrored.mp4,1920,1080,52
180-left.mov,1080,1920,63
180-left_mirrored.mov,1080,1920,62
181-left.mov,1080,1920,63
181-left_mirrored.mov,1080,1920,63
182-left.mov,1080,1920,58
182-left_mirrored.mov,1080,1920,58
183-left.mov,1080,1920,55
183-left_mirrored.mov,1080,1920,55
184-left.mov,1080,1920,51
184-left_mirrored.mov,1080,1920,51
185-right.mov,1920,1080,50
185-right_mirrored.mov,1920,1080,50
186-right.mov,1920,1080,57
186-right_mirrored.mov,1920,1080,57
187-right.mov,1920,1080,50
187-right_mirrored.mov,1920,1080,50
188-right.mov,1920,1080,57
188-right_mirrored.mov,1920,1080,57
189-right.mov,1920,1080,53
189-right_mirrored.mov,1920,1080,53
19-right.mp4,1280,720,48
19-right_mirrored.mp4,1280,720,48
190-left.mov,1080,1920,48
190-left_mirrored.mov,1080,1920,48
191-left.mov,1080,1920,52
191-left_mirrored.mov,1080,1920,52
192-left.mov,1080,1920,52
192-left_mirrored.mov,1080,1920,52
193-left.mov,1080,1920,55
193-left_mirrored.mov,1080,1920,55
194-left.mov,1080,1920,51
