0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
299.69623,755.0884,0.98749816,306.15216,747.1117,0.9687031,302.92352,747.3185,0.9040348,325.06726,754.1196,0.97781706,327.393,755.94653,0.7692479,327.49213,800.6072,0.95837563,329.66522,803.55347,0.83919954,276.25183,865.2274,0.9932673,280.2851,882.14404,1.0803791,212.36028,890.13696,0.9569638,222.54591,906.5552,0.99545515,333.1341,948.1106,0.89701736,328.6963,947.719,0.7691138,318.77734,1063.8998,0.95132864,318.7196,1062.6261,0.9158819,329.55475,1179.9324,0.9451921,329.29962,1175.0765,0.8941323
297.45694,758.1606,0.9901119,302.9902,749.66144,0.9741348,300.98,750.12445,0.8942772,321.16562,755.4091,0.9484526,326.85904,756.946,0.8084663,325.75046,802.7796,0.9694436,327.44345,805.0279,0.8651128,279.7487,872.5274,0.94646686,284.8353,888.17865,1.0151744,216.65128,908.909,0.97611284,227.44302,920.10065,0.95275784,334.61716,948.98395,0.8868313,329.8712,948.55865,0.7453128,314.46933,1060.9675,0.97456074,313.6357,1059.6948,0.88785434,329.75815,1179.4705,0.93179286,328.59726,1174.1772,0.92299765
294.6062,763.2039,0.9898164,299.99445,753.99615,0.9938315,298.2729,754.4045,0.90839756,316.7541,758.07196,0.9468823,326.1726,760.3925,0.78725755,322.52838,807.3736,0.97720325,329.13452,809.55414,0.86189604,280.88214,881.76825,0.903365,287.91168,893.84894,0.9114336,226.6436,927.7624,0.8917986,237.73991,933.75946,0.9578374,334.86542,953.11835,0.88749635,337.8133,952.4733,0.7543245,308.51947,1060.8481,0.93968564,311.81964,1060.2241,0.88636315,328.43048,1179.7131,0.95191526,330.0318,1173.1592,0.92640847
290.81787,764.20337,0.9657793,297.19067,756.37256,0.998449,294.06195,756.5127,0.92288184,315.05,763.82654,0.9564614,318.9276,765.78284,0.7769464,319.4206,811.31177,0.9569242,328.46667,811.36865,0.8173601,286.99152,891.19214,0.955558,298.1577,902.8655,0.8877902,246.04865,948.45374,0.971165,256.97302,952.3087,0.9423882,335.81335,955.61536,0.8877929,340.00604,954.5156,0.7305844,305.10162,1062.4097,0.9651471,306.78564,1061.1809,0.9010975,328.25983,1180.5929,0.96445864,327.203,1175.2914,0.8906389
286.97778,771.65405,0.9880366,292.65375,763.1727,0.9896798,290.164,763.4918,0.9490075,310.3169,768.05554,0.958547,319.1427,770.30945,0.85261774,316.6867,814.0238,0.93450713,327.73993,814.84814,0.8515285,297.9001,895.91113,0.9353852,316.20105,900.71826,0.81731117,266.01794,966.4414,0.882923,293.95355,958.7495,0.77218765,335.5877,955.0217,0.8860687,345.26544,953.9929,0.733165,304.98065,1065.4977,0.95222795,308.12646,1063.2062,0.8618008,327.00928,1182.4905,0.9731597,327.49084,1175.8314,0.9087965
281.88336,774.68176,1.0033573,287.9715,766.3843,0.9791292,285.3208,766.5596,0.9429269,304.5204,772.61584,0.9633094,314.03052,774.2738,0.7867532,312.68903,817.05664,0.94241524,327.58746,818.6874,0.84756076,310.34473,893.9971,0.9519799,319.8178,896.516,0.6407969,297.01862,971.3722,0.93752,308.5611,963.5051,0.46800244,334.98456,960.6764,0.8424095,349.71918,959.8053,0.7874931,305.44635,1069.0343,0.9149846,311.39838,1067.6902,0.88849074,327.20898,1185.5448,0.95786935,328.66486,1179.1022,0.9327296
277.46222,777.73865,0.96647227,283.06458,770.28186,0.98706335,281.24567,770.5698,0.93126667,299.77466,777.24365,0.9731828,306.75507,778.81177,0.7974845,308.51758,820.07324,0.9684464,321.55896,819.42175,0.8554535,324.91797,895.5631,0.9082827,338.70496,897.10315,0.58932245,333.2127,971.6063,0.94594693,355.90088,969.45886,0.5424218,336.9375,962.5764,0.80559087,351.75952,960.079,0.7578546,306.28577,1068.3842,0.9425907,311.8993,1067.3618,0.86764145,327.344,1184.9435,0.9399266,328.9474,1178.3727,0.918692
272.10907,783.0566,1.010858,276.5901,774.4355,0.9927319,275.10828,775.0434,0.9262055,294.10254,779.02826,0.9357886,306.3993,781.60565,0.83742404,302.83032,820.64996,0.9653969,327.88812,823.40326,0.8518542,335.40887,883.7923,0.97143877,359.492,885.25116,0.87087834,366.5724,945.555,0.9139707,390.31775,937.7657,0.8760715,336.6681,964.435,0.83035713,351.11584,962.6624,0.77754354,304.2904,1067.4099,0.9151217,310.85724,1066.1401,0.8562496,327.8006,1183.7192,0.9563184,327.6015,1176.3171,0.87020195
267.35965,785.95593,1.0154381,272.15683,777.9391,0.97531235,270.78903,778.35266,0.9251629,289.08218,783.76135,0.96594334,300.4241,786.17737,0.8006371,299.36935,823.70044,0.96375716,318.7128,823.2289,0.84159195,346.85147,870.97644,1.0038117,360.17764,870.83325,0.76341355,396.71964,913.3823,0.94813263,408.8403,908.91614,0.8464643,345.9617,961.5332,0.8776945,356.30905,958.7936,0.762426,302.24203,1062.4183,0.9396008,304.6348,1058.7212,0.79425836,327.42685,1180.4751,0.9361,327.10342,1171.4456,0.7844
263.6788,790.9324,0.9704831,268.41858,782.7053,0.98855364,266.98508,783.39026,0.9137447,286.20828,788.2656,0.95366395,295.00623,790.3303,0.82363343,296.29544,823.5206,0.9622993,305.44528,824.74646,0.7747665,350.38907,853.21936,0.96339923,351.14993,862.5969,0.61109936,418.55997,879.484,0.9134002,422.52188,881.3551,0.5213746,352.25644,956.33044,0.8958113,354.63235,954.9717,0.7390535,301.29263,1059.757,0.92562413,300.76334,1056.7222,0.8808038,327.05576,1178.1299,0.92291504,325.51144,1172.0198,0.9146528
260.8294,795.4399,1.0012172,266.0039,787.35724,0.9713962,263.7168,787.7618,0.8948262,282.4696,792.7386,0.94723463,295.45984,794.1689,0.83765477,293.59912,826.2796,0.94579273,304.04987,827.21185,0.79042953,356.16052,844.9488,0.96357274,361.33435,847.6552,0.77681756,427.31348,850.92975,0.9280188,428.3531,851.31415,0.83354187,356.08514,956.91473,0.8935249,360.44788,955.09625,0.70037305,298.21765,1058.6079,0.9641088,304.00812,1056.7771,0.7830359,327.15765,1175.6316,0.9324227,326.53436,1168.4238,0.7700813
260.07532,804.13257,1.0007855,264.65466,795.5304,0.98559713,262.437,796.1023,0.91746527,281.2735,798.83435,0.9284614,295.85938,799.4077,0.8165523,292.825,830.50745,0.9838085,315.64813,834.61975,0.6984012,361.93054,834.7312,0.95707285,379.26807,843.735,0.83885825,431.6269,823.86,0.96809965,436.0852,831.05774,0.8364867,356.52277,960.73816,0.8905815,371.0246,957.6398,0.74154294,297.01025,1062.4451,0.9353711,304.02405,1062.0671,0.811475,328.3897,1176.2314,0.94786394,326.8145,1170.2725,0.838024
259.76434,811.83386,0.9499239,264.489,803.2744,0.9802879,262.49756,803.9281,0.90695745,280.70563,807.3539,0.95741904,294.79578,807.56384,0.7849084,292.4051,837.8125,0.9668194,312.42505,841.18884,0.6980761,360.32593,831.3425,0.9690161,377.3977,839.01074,0.77267736,421.19617,805.48694,1.0523325,430.78796,818.14734,0.97138083,360.08575,965.96387,0.8632016,371.90332,963.1841,0.73092073,295.62225,1064.1775,0.9288257,303.49542,1064.0219,0.8096664,327.97803,1178.4462,0.9445441,327.10315,1171.9031,0.88422894
260.70844,818.81824,0.94986016,265.9698,810.9404,0.9343881,263.80377,811.27356,0.901857,282.25165,817.2987,0.952554,293.65924,817.0984,0.7237061,292.12134,846.5818,0.9218757,310.38702,848.66724,0.7133498,360.708,834.2284,0.93094134,373.7741,840.86694,0.85094535,421.5103,801.10657,0.9749881,424.92755,812.6101,0.9796255,362.1189,975.1089,0.86613226,374.88605,972.2322,0.7345491,290.47308,1067.112,0.9476173,302.61487,1067.2021,0.80026764,327.79828,1178.9332,0.9152378,327.20984,1172.2533,0.8403983
262.1277,832.2772,1.0038002,266.3819,824.3412,0.9865077,265.03705,824.19934,0.9065372,282.3866,829.1194,0.9554949,296.03192,828.80554,0.72287905,294.03406,858.6647,0.94016504,308.26337,856.954,0.7104529,360.1588,846.05457,0.9468507,370.18384,846.5917,0.7731824,418.26453,808.5482,1.037458,421.47266,813.4498,0.9442998,365.34943,985.70996,0.9056351,377.0534,983.188,0.7055209,285.9834,1068.3652,0.962515,295.8717,1068.3258,0.78418565,327.35217,1179.0369,0.9066777,326.65015,1172.8372,0.88761926
263.6715,845.07605,0.9695094,267.71735,837.6819,0.9718826,265.9665,837.06665,0.8893107,283.09583,842.6824,0.9833774,298.37238,841.1824,0.6972693,296.5664,872.0189,0.9594791,309.5396,868.77795,0.71782255,364.7627,858.6793,0.8624214,370.10284,857.57336,0.7164696,422.8426,822.1865,0.93077016,420.03882,825.614,0.6657962,366.25787,998.2317,0.8761213,376.0437,995.6621,0.6934227,281.07043,1072.7714,0.9853949,291.08167,1072.5096,0.7974674,327.07056,1179.5408,0.9070094,325.02405,1174.0609,0.9026177
263.11816,853.23895,0.96024776,268.4557,845.8692,0.982068,265.69904,845.654,0.91551435,284.25494,853.5131,1.0014503,300.44873,854.7177,0.6992898,298.06934,884.0307,0.91488034,310.05273,884.49164,0.74813044,356.12885,878.92523,0.9004228,357.22345,878.7609,0.53406405,428.8922,847.0157,0.9154108,424.42352,845.76666,0.5245975,366.67822,1010.8077,0.826975,381.25366,1008.41754,0.6884192,274.6366,1075.1272,0.9252157,292.15796,1079.784,0.80404127,326.08746,1179.7372,0.93942493,323.52997,1174.9648,0.8853103
262.8322,861.6222,0.98102605,270.0419,854.24585,0.97539073,266.264,853.589,0.9300869,286.56622,864.5515,0.9622973,296.2762,865.323,0.6686477,302.36884,898.296,0.9242368,308.62292,897.26013,0.74797785,361.17868,899.56836,0.9065107,367.2924,899.18274,0.60383314,423.91904,884.24316,0.8420018,427.1967,883.76306,0.7824095,369.21664,1022.6792,0.86543834,374.0909,1019.07336,0.6097014,272.38632,1079.3038,0.9455268,285.7593,1083.1918,0.78997684,326.32285,1183.0331,0.91713053,323.60242,1177.532,0.9391457
268.95032,865.13617,0.9783962,275.0595,858.7305,0.963672,273.00012,858.52484,0.8944572,290.4673,871.29974,1.001406,301.96606,872.366,0.66901606,304.10114,911.6038,0.9245008,311.3609,908.5793,0.68890774,369.22766,923.43854,0.9155178,383.3604,931.35236,0.6938619,438.4926,910.49567,0.85240144,450.62122,935.3848,0.9188304,368.79706,1032.665,0.83898056,375.6328,1028.9186,0.6126156,269.15155,1084.3652,0.92816025,283.41412,1089.0958,0.80108273,325.36255,1186.4088,0.92430305,322.1272,1179.651,0.9422797
275.20175,869.0937,0.9407842,282.1787,863.0964,0.9527454,279.7721,862.53754,0.849733,298.57477,874.5068,0.99691,306.70816,875.773,0.6690964,308.5185,916.99713,0.9059578,317.58707,912.32,0.782115,365.77148,957.36725,0.89116275,376.22168,947.97516,0.80603284,432.87122,990.8278,0.9169225,437.49036,956.0505,0.88158107,367.71973,1040.4089,0.82327676,370.69635,1034.2529,0.59329784,268.0147,1090.3984,0.9215919,282.06403,1091.3823,0.73990965,325.22217,1189.9873,0.940959,319.31262,1182.2766,0.90337765
283.20575,864.22485,0.9554906,291.81818,858.2479,0.96202457,289.38928,856.9861,0.90444505,308.8733,871.3685,0.9586765,313.6927,871.20483,0.71646404,317.95862,920.621,0.92783284,323.8747,912.8545,0.80635023,360.1847,987.86597,0.91212344,368.97333,969.31445,0.80303884,402.2837,1050.6865,0.9251859,408.3001,996.4188,0.7792716,361.4709,1042.2341,0.8266291,356.47266,1036.5504,0.69733655,268.95837,1091.596,0.89988077,273.23383,1084.1669,0.79535127,325.06506,1191.4877,0.89275414,321.91882,1182.9265,0.9243274
297.90292,853.6257,0.9416873,307.1679,848.5186,0.9641894,303.84396,847.2917,0.888237,325.69345,862.3713,0.9636951,326.17294,862.9224,0.71229815,333.50162,913.65045,0.92515385,330.8582,906.0529,0.7980992,342.61624,1001.13727,0.92183816,340.87784,993.1739,0.48660466,339.7302,1080.3264,0.98407143,338.53665,1063.907,0.21649563,376.2999,1039.9343,0.83998567,369.6191,1031.311,0.6241491,269.66006,1090.1665,0.9395437,272.7314,1077.9751,0.8657928,324.77563,1189.6011,0.9265702,319.43484,1181.291,0.91031474
318.58932,845.0233,0.94621766,327.8279,839.33203,0.9601585,324.77762,837.76855,0.89253664,345.8832,851.75244,0.93996596,348.35007,852.0575,0.69980264,348.52695,905.8419,0.9248322,347.8519,898.49976,0.80686855,314.20645,990.43567,0.9055172,323.15262,988.1726,0.6308801,261.87582,1043.8081,0.9436501,295.42694,1024.331,0.54924226,375.83463,1034.3466,0.8529204,365.11642,1028.0366,0.71330464,274.39706,1084.9393,0.8979733,275.51517,1076.0934,0.8386515,324.56058,1188.6937,0.944715,319.15622,1181.5616,0.9045695
340.47385,838.64026,0.9120555,348.92184,830.99316,0.94329333,345.42636,830.46045,0.87720484,368.5532,841.2722,0.9565257,369.91122,841.8672,0.6544261,365.51315,891.8622,0.91504216,366.56155,888.17163,0.7939755,301.53815,943.7295,0.9010515,308.29446,942.1848,0.73886776,229.42807,961.55164,0.86072075,240.80804,960.51,0.7544947,377.8281,1027.9238,0.86268306,365.2396,1021.03076,0.72985095,276.28088,1086.2948,0.9138688,280.74402,1076.8049,0.8457198,324.90103,1189.6831,0.9158473,321.27914,1181.4583,0.8791523
361.07022,822.51904,0.9515685,370.18576,816.42615,0.9745567,366.01602,815.2267,0.89977217,388.6171,830.2527,0.94395936,389.3829,831.1211,0.66019845,376.47116,875.56104,0.94022894,381.21603,874.2722,0.8001466,302.31207,880.9287,0.8188363,310.26846,887.61487,0.7299018,236.04944,857.798,0.9063275,252.2132,869.37524,0.5601325,377.1075,1018.17505,0.87297595,371.858,1012.29175,0.7169076,277.56662,1082.3247,0.93772864,285.20792,1079.883,0.82345504,324.70456,1188.0283,0.9483616,321.808,1179.9812,0.9249996
378.02286,810.65686,0.9313245,386.444,804.4153,0.9747676,383.63864,804.031,0.9065499,403.27774,814.77795,0.97449875,407.626,816.73987,0.7348666,390.58646,850.70605,0.925812,391.8798,855.51733,0.8091965,326.9352,818.1572,0.8534982,339.44205,842.3191,0.492994,285.01047,761.8589,0.8875218,286.52316,768.35767,0.5140158,376.45322,1002.08594,0.89465797,373.07687,999.11096,0.7395538,281.01505,1079.1682,0.9336102,291.22385,1080.7549,0.84164566,322.70944,1187.2207,0.95617676,320.98642,1180.5361,0.9060663
395.80054,784.76794,1.0084928,403.8437,780.5353,1.0199797,400.66522,778.7965,0.9019488,420.76117,793.21216,0.9818984,422.6563,793.45496,0.77282,410.57245,823.3163,0.91196704,403.5155,826.505,0.80773956,368.36224,764.11084,0.9220931,367.40143,769.1968,0.87576413,368.6303,699.6112,0.8964824,369.8239,705.4319,0.8605654,372.9402,976.73145,0.8706812,365.4779,973.848,0.7922897,288.23743,1070.8002,0.97522384,292.59692,1071.3186,0.8637792,322.35504,1183.2339,0.96106434,316.72205,1176.0933,0.9125479
420.74066,755.43475,0.7454519,431.9787,752.16534,0.8520033,424.72882,752.0833,0.71313894,444.67145,764.32904,0.9323404,443.91956,771.4836,0.7021874,436.0423,794.0618,0.83578575,415.74628,803.34064,0.75561,420.21588,724.08514,0.9230387,411.722,735.0905,0.5103752,449.9831,679.5714,0.9077396,435.80182,697.3222,0.22843826,366.2779,936.3857,0.8450951,359.02814,934.04926,0.78231966,301.3802,1053.9092,0.95770085,302.20526,1053.1221,0.86407894,317.56146,1175.2302,0.97530335,317.75482,1167.3914,0.85014343
452.43036,727.46277,0.8630464,462.31146,726.28906,0.8993163,454.7196,725.8489,0.85477966,474.10675,743.58813,0.8619454,464.18042,745.5355,0.661851,458.83508,774.32324,0.85136026,441.0924,780.52466,0.7750819,469.54504,707.5873,0.8919356,473.1175,712.17065,0.43087393,511.37964,682.8275,0.92823887,497.787,694.1948,0.45705673,359.81665,894.2235,0.8423768,352.80194,891.92053,0.767969,313.29065,1018.4553,0.96145654,308.66467,1016.9618,0.8518982,312.5716,1153.1565,0.95162547,312.7207,1142.3674,0.8139651
475.76862,728.4525,0.9042322,485.40485,725.843,0.8937781,478.81836,722.8883,0.8571309,496.5697,740.42267,0.811401,480.695,735.00555,0.6077298,478.11566,771.0013,0.9038405,449.93292,764.59406,0.7550887,500.5323,711.39014,0.9428903,423.16302,751.8471,0.30006713,548.46967,698.7232,0.9296539,540.13574,703.75775,0.37227273,360.5133,867.7255,0.83051884,351.59076,864.60443,0.7681925,306.55316,983.0756,0.9442463,303.8122,981.56537,0.81831634,321.3482,1101.1274,0.92665875,322.1848,1096.478,0.8147968
491.1684,715.9989,0.96722233,500.57465,714.251,0.9226959,494.40955,711.3749,0.90276587,513.1997,731.9907,0.82786,500.77838,727.42664,0.56357634,495.0553,767.71643,0.93027437,468.25006,755.06067,0.7955781,519.92236,709.6007,0.9166323,508.38196,712.2412,0.3300669,560.37634,713.15356,0.90550756,526.17664,715.1432,0.31923458,367.10364,845.47107,0.844167,355.49103,838.661,0.79410076,289.34686,946.9398,0.92756754,286.37506,947.2986,0.90447736,334.82788,1047.0602,0.9531413,334.54156,1048.1971,0.8043113
504.76764,717.1255,0.6739465,516.14465,721.4354,0.75255376,508.8463,717.58813,0.5811283,526.7126,738.39746,0.8766525,524.68726,739.90186,0.5751022,510.6643,768.72144,0.9663244,485.9646,754.156,0.7524276,510.86487,711.65576,0.94057345,506.10785,710.8967,0.59224814,556.44617,708.7566,0.99491453,546.25995,710.14185,0.61114806,378.05164,827.95337,0.8110539,368.0398,814.7307,0.77071357,272.3053,904.6439,0.9629004,278.23993,898.93896,0.8353769,336.35114,986.8799,0.99262744,335.04187,984.49524,0.7398282
524.68884,729.2921,0.82527673,532.521,730.1,0.8984225,530.8832,727.9812,0.7401297,541.84094,746.202,0.89192975,539.37634,741.3574,0.64095104,522.88367,773.4734,0.92616713,502.32776,753.4369,0.72388595,500.9879,715.08405,0.92388904,494.9319,713.73474,0.8627727,544.28094,695.0658,0.97570175,531.04785,701.4288,0.6744678,389.0907,822.282,0.8191606,378.8058,804.928,0.782868,266.47357,847.68506,0.97627664,276.50378,854.1477,0.6689512,329.3844,926.50684,1.0135086,326.44965,926.1404,0.51945114
542.4177,732.202,0.94972444,551.2363,733.3424,0.96019685,549.9154,730.09644,0.85668755,556.3164,754.1304,0.9523171,558.6981,755.19543,0.60606337,529.7417,776.56433,0.920089,522.593,767.22424,0.7100898,486.05832,724.9081,0.9463719,488.36954,727.3047,0.71423346,518.9027,682.21716,0.9820109,517.5051,682.65186,0.68577516,397.85373,821.5818,0.81690824,394.41635,808.1621,0.6579478,283.26263,787.34485,0.98357964,293.01892,791.02783,0.63860476,313.97818,884.739,0.946916,310.03342,885.5526,0.65620065
552.0913,745.42035,0.92301416,561.22754,747.2259,0.94807196,560.40247,743.41425,0.83760345,564.9585,768.2071,0.9574053,567.1958,770.986,0.67316306,530.7124,785.49506,0.9589449,534.9857,786.4101,0.751385,474.72134,736.0385,0.9647916,488.29605,746.4765,0.6114297,486.7936,678.1285,0.92969096,471.24802,738.1901,0.24106348,400.98526,823.67596,0.8341516,402.69608,809.644,0.73217297,324.5521,734.4113,0.91515315,332.64938,738.65546,0.6864973,290.76437,839.87946,0.939435,290.1892,837.462,0.7649905
555.88416,759.96533,0.9470316,565.2842,763.37024,0.9514357,563.8506,757.0554,0.9202554,568.9474,785.7551,0.98043513,569.8416,785.292,0.72191024,530.01514,793.1616,0.9223424,536.41565,796.6262,0.80086493,465.9016,747.7383,1.0192008,474.83722,758.21313,0.6599703,458.7904,680.904,0.948454,458.41602,690.39087,0.5887586,401.43463,821.2114,0.81449735,411.65936,809.7129,0.7106029,375.23114,709.2429,0.9300289,377.95563,707.58466,0.860427,281.10962,772.7346,0.871639,287.51953,766.02075,0.8098236
563.3031,776.3629,0.9318621,571.17334,781.1577,0.97621155,571.36975,776.7235,0.82842004,567.34326,801.1721,0.9333669,568.9918,810.5243,0.643615,527.4424,801.60144,0.9598813,535.2334,807.33154,0.7105882,453.42734,756.04126,0.98041296,462.44766,756.8198,0.6387267,448.3577,691.71967,0.9200932,444.73343,697.6505,0.7978768,398.7825,815.31384,0.73256195,414.46353,810.1304,0.5799029,421.155,699.78723,0.89764136,427.65195,697.1969,0.8688232,306.94217,708.1885,0.8498715,311.06305,706.8463,0.6827948
565.342,804.5188,0.9694388,571.771,810.15576,0.9890364,572.47064,805.90405,0.80196446,563.0386,828.1875,0.929721,562.6916,837.9575,0.6431201,522.6021,820.47424,0.9214914,527.7068,831.6633,0.7016253,453.4007,771.29236,0.96555424,479.23828,795.7029,0.43002903,457.11688,714.3269,0.79044604,458.43256,724.65674,0.46349773,394.35065,803.595,0.70140374,397.35364,808.2407,0.5167636,445.21973,699.59863,0.9014004,450.27252,708.59314,0.7427733,354.42255,664.9835,0.8608774,356.50568,664.31494,0.60747826
565.1392,835.7623,0.9168989,568.9267,842.65076,0.8921669,571.8795,838.7379,0.74806905,554.79846,856.33826,0.8556173,551.6494,867.06433,0.5756805,506.7763,837.3904,0.81020176,515.37756,848.8988,0.60177624,452.5451,768.9917,0.951646,470.40204,799.7134,0.38724834,480.64447,728.4364,0.8139318,483.29993,733.4707,0.28376737,387.91663,784.3195,0.669714,391.63837,793.6584,0.45760986,486.03058,714.18286,0.8650006,488.20868,712.9063,0.62575626,412.71753,652.5948,0.7850882,412.39087,654.64734,0.64158297
543.45654,877.7078,0.7428062,541.6874,886.8062,0.8068981,547.2801,884.8018,0.62494767,527.6166,892.154,0.8227407,521.50684,901.497,0.5832722,497.5327,856.1243,0.7591114,491.9112,873.47955,0.59242696,466.01758,773.81805,0.9546217,468.99933,778.48004,0.26701292,506.1784,748.9702,0.7620778,503.86987,750.97864,0.40628946,393.75494,759.5413,0.62260133,391.6353,772.47253,0.5714177,506.56335,730.48474,0.6739994,503.14874,732.14197,0.50301987,461.12482,657.9869,0.7747512,460.09772,657.56903,0.7270102
