0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
748.7486,857.18384,1.0101349,747.27356,851.0134,0.90525615,745.60004,850.1964,1.0238693,718.2126,853.598,0.793662,731.4849,851.5239,0.95684445,703.36536,883.6162,0.88251257,729.3881,878.5382,0.8689897,749.4001,919.73865,0.87693113,779.8044,907.46533,0.9262469,795.1308,924.5112,0.7545286,820.5366,906.39075,0.95222646,691.65765,985.38525,0.81341517,723.7605,983.0613,0.8116543,705.26746,1052.8602,0.9007669,750.3097,1052.6729,0.9270884,673.3534,1115.1001,0.91395086,772.61615,1125.6133,0.8914573
746.48016,859.4326,0.9749753,744.6228,852.74,0.88254714,743.052,851.9081,0.9903444,716.27155,855.4082,0.78841496,728.3747,853.4347,0.9350754,700.85925,885.7023,0.874083,725.85504,881.1677,0.900809,745.6783,931.51904,0.7950352,772.9748,919.95337,0.9132564,796.19214,935.51074,0.6505782,814.71155,923.1765,0.98008287,686.9419,986.5193,0.8070249,718.52936,984.0901,0.819108,705.15186,1052.7086,0.9258623,750.3044,1052.2982,0.94550645,673.4794,1117.6478,0.9314258,773.9819,1126.3406,0.87995327
744.1173,860.74744,0.9798555,742.3041,854.25244,0.9029639,740.5115,853.43335,0.9860024,714.2804,857.0398,0.78496814,725.86475,855.0978,0.99380875,698.5227,887.00977,0.87404156,723.71265,883.91455,0.86267245,734.354,939.9496,0.80342466,766.4231,929.36096,0.91652524,772.99805,949.96924,0.70924944,802.8701,943.7057,0.94395745,681.74194,986.48474,0.80500674,713.2982,983.9,0.80932033,703.0143,1052.6556,0.92318684,749.90137,1050.2736,0.8984039,674.05444,1118.7224,0.9121916,774.0519,1124.7401,0.88802385
742.80914,861.3657,0.98990476,741.15936,855.1892,0.92912006,739.25446,854.3517,0.98947954,713.85626,857.60486,0.7333487,723.99896,855.9188,1.0134802,697.3677,886.9783,0.84982216,722.4411,884.996,0.8728355,732.5695,942.26733,0.81292737,755.4922,933.574,0.88864154,766.4316,968.307,0.75933707,790.8552,965.1804,0.92311466,676.78986,985.5338,0.79725575,707.2018,983.0679,0.8215388,703.12585,1051.0029,0.89324415,746.945,1045.389,0.90906686,674.8409,1118.7433,0.89785975,768.4181,1123.5317,0.9036342
742.18713,862.4752,0.9702092,740.14417,856.01746,0.8791313,738.40466,855.4291,0.9806442,713.72815,858.09094,0.778108,723.9479,856.9309,0.97091746,696.71204,886.31433,0.84379685,719.1959,884.74133,0.88864326,709.04846,939.63,0.5501529,739.42346,934.21716,0.95803595,734.61975,969.709,0.6411948,766.2805,971.76245,0.872872,674.16516,983.04895,0.794086,701.7666,981.0718,0.81891537,704.88464,1049.7933,0.9159988,744.73926,1040.4065,0.90416014,675.3334,1117.289,0.92833686,757.3933,1120.1108,0.8983766
742.9155,861.9795,0.99014866,741.11566,855.681,0.9279194,739.0706,855.0128,0.97406006,714.1584,858.3646,0.7592236,723.8745,856.9309,1.0020456,696.4677,885.4509,0.8323848,717.08685,883.16785,0.9180676,709.515,940.15515,0.55483645,732.21643,938.87244,0.8649645,731.6651,973.04785,0.59250003,749.3934,987.1299,0.8588079,672.4286,983.0178,0.7507616,700.62067,980.4873,0.80601424,701.8968,1047.1034,0.8992114,739.98816,1037.9237,0.8354256,676.78973,1117.1052,0.8846506,740.9594,1118.954,0.87934065
743.9594,861.84644,0.9347712,741.95276,855.8467,0.89563036,740.4108,854.9971,0.9700155,715.4315,857.4075,0.74080837,725.6542,856.48486,0.97382057,699.40857,881.8353,0.8730856,718.073,882.1146,0.9622218,709.261,937.0454,0.3356126,722.31396,942.2422,0.9088038,742.7039,885.7882,0.58854014,730.8205,990.407,0.9432846,669.31775,979.8784,0.7630179,695.92487,978.7645,0.783628,698.94293,1045.4801,0.89001775,734.16223,1041.0602,0.8868142,677.2645,1116.5034,0.89171946,723.86926,1113.3552,0.9054495
746.0421,862.7719,1.010176,744.46094,856.0854,0.89170325,742.3597,855.30707,0.9897511,716.9405,857.128,0.7388625,726.929,856.17694,0.97312856,699.34644,881.7557,0.81306446,717.6292,879.3914,0.94796723,675.39813,935.45306,0.65603244,710.77924,930.6661,0.8926407,657.04926,987.2319,0.56565094,708.4024,979.3549,0.95636916,666.174,978.08734,0.7820139,687.1752,977.2253,0.77841914,695.7158,1044.0984,0.86858284,726.26117,1036.4502,0.84395915,678.46014,1114.8396,0.8828979,705.79034,1110.4692,0.84897894
747.3452,862.5355,0.9889135,746.05457,856.0078,0.9085647,744.0227,855.28015,1.0043153,717.79016,857.3154,0.7507359,729.0729,856.3423,0.9633488,697.4126,883.10156,0.81689113,719.33875,878.17615,0.98446184,664.0355,928.7678,0.79151756,703.6859,916.30273,0.9296279,639.891,969.00964,0.7454894,684.4717,956.35156,0.882249,662.6996,975.3429,0.80911064,686.5404,974.7742,0.7785157,693.2051,1042.1713,0.9048292,723.19507,1034.6829,0.9029585,678.1426,1111.3833,0.8473029,693.4855,1109.3289,0.88056517
749.67993,865.0059,0.9787513,748.47327,858.64386,0.9220811,746.4525,857.84894,0.9806958,720.6345,858.9891,0.70032954,730.8003,858.8802,0.99084467,696.9059,884.47406,0.8066892,721.83984,879.613,0.9409344,658.10364,916.48615,0.8262948,696.3154,907.00543,0.92866945,613.98914,935.41156,0.8777828,668.4617,932.492,0.8586455,658.5314,974.97003,0.7591157,682.1439,975.40546,0.7886569,693.54297,1042.1929,0.87010384,717.4448,1036.0107,0.9106251,678.88184,1109.3546,0.8201453,685.15967,1108.5609,0.8919499
750.2401,869.32904,0.94767237,748.88983,862.84076,0.9178946,746.91626,861.97614,0.99575734,721.3131,863.4775,0.7263243,731.02264,863.24774,0.9716275,705.6614,884.966,0.61452466,721.6545,882.6817,0.95931256,656.8737,910.248,0.5723505,681.1452,893.0302,0.71598643,609.1944,910.75726,0.77653164,657.20215,900.8743,0.5510745,654.0761,974.97687,0.75668645,678.26355,976.0456,0.83380115,692.2018,1041.2461,0.7988725,710.1736,1036.6681,0.8872364,676.79706,1106.1542,0.75682825,679.1422,1108.5917,0.90289176
750.11163,875.4977,0.9519042,748.75964,869.17773,0.9238592,746.80774,868.2157,0.97336346,719.1619,866.7019,0.659888,732.6748,868.2998,0.9298998,690.12445,891.42773,0.637984,723.02295,885.115,0.97297776,645.94727,894.0874,0.68617797,690.51654,883.61743,0.94409007,598.93854,888.72815,0.8744403,649.8759,879.64844,0.73885304,648.6113,975.9059,0.762308,673.9287,978.2827,0.8188713,692.5311,1039.36,0.7960292,706.6533,1038.7223,0.8714568,672.47296,1108.1407,0.7501657,674.83997,1110.7505,0.87546235
749.6732,883.8235,0.9703934,748.36755,876.8032,0.93515384,746.3668,876.03613,0.9948983,721.624,871.3729,0.66129315,733.2925,875.34534,0.98194015,690.0354,894.11035,0.72672236,721.0945,890.81226,0.8926711,652.9807,887.89417,0.7929073,687.05237,880.7196,0.897787,615.55444,873.015,0.79222083,642.8978,864.5858,0.90283275,640.7477,980.239,0.793575,666.022,983.8522,0.8098233,692.8668,1040.9784,0.67954814,702.4304,1041.1542,0.8737767,671.23865,1111.9994,0.6668661,671.5906,1115.2601,0.901917
749.22046,892.7484,0.9536872,748.8063,885.79395,0.91705346,746.1771,884.3069,0.98267484,722.7606,880.1986,0.5604419,732.2367,883.3341,0.9771675,688.8174,899.9552,0.7203597,719.50037,899.12524,0.8855378,649.90576,887.0183,0.84446275,681.86084,884.5106,0.8694736,616.3756,864.4302,0.83491457,637.90955,859.3701,0.92037016,637.6594,985.0774,0.7422012,659.30273,987.7024,0.8286952,688.4867,1046.4192,0.8200979,699.9049,1047.9313,0.8939739,667.4558,1115.5225,0.8109262,669.4968,1118.4397,0.8729259
747.71027,900.58704,1.0152771,746.8583,894.47974,0.9048071,744.4422,893.23706,0.9953408,720.0509,888.9889,0.65674114,730.8457,892.5261,0.94844437,690.77484,909.3419,0.598559,718.24994,908.09644,0.92137825,648.7525,895.871,0.8107079,673.5091,893.3646,0.85040164,617.6567,868.9612,0.93774503,631.5711,867.20874,0.88487923,633.4064,989.77856,0.73808503,656.89075,992.7385,0.8191563,686.4181,1047.832,0.8846487,701.94696,1049.3031,0.9007891,663.398,1114.3317,0.88743436,668.74927,1118.5448,0.879066
747.5733,910.36414,0.9879261,746.06647,903.51953,0.891644,743.4102,902.49,0.9667118,719.21857,901.8832,0.5917043,729.5462,903.45654,0.9464208,703.2519,921.88794,0.51871717,715.4706,919.26086,0.91757613,667.9083,909.8373,0.5997163,671.07794,910.3915,0.8449012,624.5229,897.5403,0.5200949,625.9943,894.7904,0.6313821,632.03094,994.901,0.7050154,655.07025,996.18506,0.7569234,685.6295,1049.1418,0.85702,702.6777,1048.6239,0.89000964,659.0507,1115.7775,0.9095789,670.14636,1119.4414,0.9004568
746.71875,916.4491,0.9876951,745.11926,910.0658,0.8601017,742.52673,909.2384,0.9634285,721.45776,910.2905,0.60605013,727.567,911.14514,0.9831846,704.7335,929.5154,0.5001215,713.4762,926.70166,0.9011307,662.23285,932.7241,0.5709889,674.33026,930.66077,0.5947981,613.3668,927.0348,0.7086891,673.13214,934.67395,0.44062883,633.4562,1001.8871,0.59722567,652.65356,1000.7434,0.70512056,686.70026,1050.8457,0.81856984,703.4142,1049.3461,0.8761045,659.6331,1118.2125,0.89081097,670.76306,1121.0363,0.9153445
